LOB,ORDR_TYPE_ID,ORRE,PRDI,LORD,PHRD,RECO,WODI,REAC,JUJO,SWBO,FUCO,MAUP,ORCN,SA_FINAL,CUST_ORDR_NO,CUST_ORDR_NO,CUST_ORDR_NO,ORDR_TYPE_ID,ORDR_TYPE_ID,ORDR_TYPE_ID,WAITING_NUM,WAITING_NUM,WAITING_NUM,Label
IOT,UI,ORRE_2_OKEY,PRDI_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,20247BJ6202889N,20247BJ6202889N,1,UI,UI,1,0,0,['DS001']
PSTN,B3,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,PHRD_2_OKEY,RECO_0_OKEY,WODI_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,201929I55088891,201929I55088891,1,B3,B3,1,1,1,['N006']
PSTN,C1,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,RECO_2_OKEY,WODI_2_OKEY,REAC_2_OKEY,JUJO_2_OKEY,NONE_NONE_NONE,FUCO_2_OKEY,MAUP_2_OKEY,ORCN_2_OKEY,NONE,1,20262DT535274A1,20262DT535274A1,1,C1,C1,1,0,0,['N001']
SOIP,S2,ORRE_2_OKEY,PRDI_0_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LBCS_ST-LNOD_ST,1,202629M3471399N,202629M3471399N,1,S2,S2,1,1,1,['N010']
SOIP,S2,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_1_OKEY,NONE_NONE_NONE,LIDA_ST,1,202539M2280299N,202539M2280299N,1,S2,S2,1,0,0,['NONE']
SOIP,S2,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LBCS_CP-LNOD_CP,1,20262EF3486299N,20262EF3486299N,1,S2,S2,1,0,0,['N001']
SOIP,S2,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD700,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LBCS_ST-LNOD_ST,1,20262HT3513699N,20262HT3513699N,1,S2,S2,1,1,1,['E0006']
SOIP,S2,ORRE_2_OKEY,PRDI_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,202479L6199989N,202479L6199989N,1,S2,S2,1,0,0,['DS001']
SOIP,SA,ORRE_2_OKEY,NONE_NONE_NONE,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_3_MAUP904,NONE_NONE_NONE,LIDA_ST,1,202588S5908439N,202588S5908439N,1,SA,SA,1,1,1,['E0001']
SOIP,SA,ORRE_2_OKEY,PRDI_0_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LBCS_CP-LNOD_ST,1,20247DN5888639N,20247DN5888639N,1,SA,SA,1,1,1,['N010']
SOIP,SB,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD700,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LBCS_CP-LNOD_CP,1,20247AM5888529N,20247AM5888529N,1,SB,SB,1,1,1,"['N001', 'E0006']"
SOIP,SA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LBCS_CP-LNOD_CP,1,20262A73473249N,20262A73473249N,1,SA,SA,1,0,0,['N001']
SOIP,SA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LNOD_ST,1,20267EU5957949N,20267EU5957949N,1,SA,SA,1,0,0,['S0001']
SOIP,SA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20267EG5955419N,20267EG5955419N,1,SA,SA,1,0,0,['D0003']
SOIP,SB,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LBCS_ST,1,20263K23533099N,20263K23533099N,1,SB,SB,1,0,0,['S0004']
SOIP,SB,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD997,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LBCS_ST-LNOD_ST,1,20259NI5918649N,20259NI5918649N,1,SB,SB,1,1,1,['E0006']
SOIP,SB,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_ST,1,20262DM3484589N,20262DM3484589N,1,SB,SB,1,0,0,"['N001', 'S0003']"
SOIP,SB,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_CP,1,20262EA3486029N,20262EA3486029N,1,SB,SB,1,0,0,['N001']
SOIP,SA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,REAC_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LNOD_ST,1,20267EG5955879N,20267EG5955879N,1,SA,SA,1,0,0,['S0001']
SOIP,SA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,REAC_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,202540S5900299N,202540S5900299N,1,SA,SA,1,0,0,['D0003']
SOIP,SA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,WODI_2_OKEY,REAC_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,FUCO_2_OKEY,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_ST,1,20262EA3486029N,20262EA3486029N,1,SA,SA,1,0,0,['N001']
SOIP,SA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,WODI_2_OKEY,REAC_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,FUCO_2_OKEY,MAUP_3_MAUP608,NONE_NONE_NONE,LBCS_ST,1,20189JU9830699N,20189JU9830699N,1,SA,SA,1,1,1,['E0001']
SOIP,SA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,WODI_2_OKEY,REAC_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,FUCO_2_OKEY,MAUP_3_MAUP609,NONE_NONE_NONE,LBCS_ST,1,20238HB2603429N,20238HB2603429N,1,SA,SA,1,1,1,['E0001']
SOIP,SA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,WODI_5_OKEY,REAC_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,FUCO_2_OKEY,MAUP_2_OKEY,ORCN_2_OKEY,LBCS_ST,1,20245AW5877379N,20245AW5877379N,1,SA,SA,1,1,1,"['N001', 'EP001']"
SOIP,SA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,WODI_6_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,FUCO_0_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,LBCS_ST,1,20259AL3166999N,20259AL3166999N,1,SA,SA,1,2,2,"['N007', 'N003']"
SOIP,SA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,WODI_6_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,FUCO_0_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,20262EQ3486919N,20262EQ3486919N,1,SA,SA,1,2,2,"['N007', 'N003']"
SOIP,SB,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LBCS_CP-LNOD_CP,1,20262EK3486659N,20262EK3486659N,1,SB,SB,1,0,0,['N001']
SOIP,SA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD997,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LBCS_ST,1,202540S5900479N,202540S5900479N,1,SA,SA,1,1,1,['E0006']
SOIP,SB,ORRE_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20267GT5959759N,20267GT5959759N,1,SB,SB,1,0,0,"['D0003', 'D0002']"
SOIP,SA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,REAC_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LBCS_ST,1,20267EU5957269N,20267EU5957269N,1,SA,SA,1,0,0,['S0004']
SOIP,S1,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LBCS_ST-LNOD_ST,1,20262HR3513679N,20262HR3513679N,1,S1,S1,1,0,0,['S0001']
SOIP,S1,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_3_MAUP608,NONE_NONE_NONE,LIDA_ST,1,20260HV3412439N,20260HV3412439N,1,S1,S1,1,1,1,['E0001']
SOIP,S1,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_3_MAUP606,NONE_NONE_NONE,LIDA_ST,1,20262HS3513689N,20262HS3513689N,1,S1,S1,1,1,1,['E0001']
PSTN,C1,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,PHRD_3_PHRD011,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20262HA535303A1,20262HA535303A1,1,C1,C1,1,1,1,['E0005']
PSTN,C1,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,PHRD_3_PHRD264,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20258EC262677A1,20258EC262677A1,1,C1,C1,1,1,1,['E0005']
PSTN,D2,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD700,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20259GP53502291,20259GP53502291,1,D2,D2,1,1,1,['E0006']
PSTN,E3,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD700,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20262FG53528591,20262FG53528591,1,E3,E3,1,1,1,['E0006']
PSTN,EO,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,SWBO_2_OKEY,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,NONE,1,202629S53526091,202629S53526091,1,EO,EO,1,0,0,['N001']
PSTN,I4,ORRE_2_OKEY,PRDI_0_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20259GX53502691,20259GX53502691,1,I4,I4,1,1,1,['N010']
PSTN,I4,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,PHRD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,REAC_6_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20259G453501891,20259G453501891,1,I4,I4,1,1,1,['N005']
PSTN,I6,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD057,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20259GD53502091,20259GD53502091,1,I6,I6,1,1,1,['E0006']
PSTN,J1,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,REAC_6_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,202659X53531091,202659X53531091,1,J1,J1,1,1,1,['N005']
PSTN,J2,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,REAC_6_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20259FD53501491,20259FD53501491,1,J2,J2,1,1,1,['N005']
PSTN,J2,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD046,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20260I653512191,20260I653512191,1,J2,J2,1,1,1,['E0006']
PSTN,K9,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD999,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20245GN26261591,20245GN26261591,1,K9,K9,1,1,1,['E0006']
PSTN,KG,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,PHRD_2_OKEY,RECO_0_OKEY,WODI_2_OKEY,REAC_2_OKEY,JUJO_0_OKEY,NONE_NONE_NONE,FUCO_0_OKEY,MAUP_1_OKEY,ORCN_2_OKEY,NONE,1,15086B417732891,15086B417732891,1,KG,KG,1,3,3,"['N001', 'N006', 'N004', 'N003']"
PSTN,KZ,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD700,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20259GC53501991,20259GC53501991,1,KZ,KZ,1,1,1,['E0006']
PSTN,L1,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,PHRD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,REAC_6_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20259EP53500691,20259EP53500691,1,L1,L1,1,1,1,['N005']
PSTN,L2,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD997,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20259EP53500691,20259EP53500691,1,L2,L2,1,1,1,['E0006']
PSTN,M1,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,PHRD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,REAC_6_OKEY,JUJO_0_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20259ET53501191,20259ET53501191,1,M1,M1,1,2,2,"['N005', 'N004']"
PSTN,N2,ORRE_2_OKEY,PRDI_0_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20259I053504191,20259I053504191,1,N2,N2,1,1,1,['N010']
PSTN,N2,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD997,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20259JQ53504591,20259JQ53504591,1,N2,N2,1,1,1,['E0006']
PSTN,N3,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD600,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20260EN53507891,20260EN53507891,1,N3,N3,1,1,1,['E0006']
PSTN,QBQA,ORRE_2_OKEY-ORRE_2_OKEY,PRDI_2_OKEY-PRDI_2_OKEY,LORD_2_OKEY-LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY-ORCN_2_OKEY,NONE,1,20262AK53526491,20262AK53526491,1,QBQA,QBQA,1,0,0,['N001']
PSTN,QBQA,ORRE_2_OKEY-ORRE_2_OKEY,PRDI_2_OKEY-PRDI_2_OKEY,LORD_3_LORD700-LORD_3_LORD700,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20262FC53528491,20262FC53528491,1,QBQA,QBQA,1,2,2,['E0006']
PSTN,TLRL,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,REAC_6_OKEY-REAC_6_OKEY,JUJO_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,R02471TL132,R02471TL132,1,TLRL,TLRL,1,2,2,['N005']
PSTN,TT,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,JUJO_2_OKEY,NONE_NONE_NONE,FUCO_2_OKEY,MAUP_2_OKEY,ORCN_2_OKEY,NONE,1,R02471TT279,R02471TT279,1,TT,TT,1,0,0,['N001']
SOIP,SC,ORRE_2_OKEY,PRDI_0_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LBCS_ST,1,20255AV6878109N,20255AV6878109N,1,SC,SC,1,1,1,['N010']
SOIP,SC,ORRE_2_OKEY,NONE_NONE_NONE,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,WODI_5_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,FUCO_2_OKEY,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_ST,1,20234AA0692369N,20234AA0692369N,1,SC,SC,1,1,1,"['N001', 'EP001', 'S0003']"
SOIP,S1,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LBCS_CP-LNOD_CP,1,20262EC3486089N,20262EC3486089N,1,S1,S1,1,0,0,['N001']
PSTN,BA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,PHRD_2_OKEY,RECO_2_OKEY,WODI_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,14120A001721891,14120A001721891,1,BA,BA,1,0,0,['D0003']
