LOB,ORDR_TYPE_ID,ORRE,PRDI,LORD,PHRD,RECO,WODI,REAC,JUJO,SWBO,FUCO,MAUP,ORCN,SA_FINAL,CUST_ORDR_NO,CUST_ORDR_NO,CUST_ORDR_NO,ORDR_TYPE_ID,ORDR_TYPE_ID,ORDR_TYPE_ID,WAITING_NUM,WAITING_NUM,WAITING_NUM,Label
IOT,UI,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD700,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,20253FH2282129N,20253FH2282129N,1,UI,UI,1,1,1,['E0006']
SOIP,SB,ORRE_2_OKEY,PRDI_0_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_CP,1,11231G318317191,11231G318317191,1,SB,SB,1,1,1,['N010']
INTERNET,OLOK,ORRE_2_OKEY-ORRE_2_OKEY,PRDI_0_OKEY-PRDI_0_OKEY,LORD_3_LORD040-LORD_3_LORD035,PHRD_3_PHRD012-PHRD_3_PHRD404,NONE_NONE_NONE,NONE_NONE_NONE,REAC_3_REAC021,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20245EG941419AN,20245EG941419AN,1,OLOK,OLOK,1,7,7,"['E0006', 'E0005', 'N010', 'E0003']"
INTERNET,OB,ORRE_2_OKEY,PRDI_2_OKEY,LORD_7_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,17341H41156339N,17341H41156339N,1,OB,OB,1,0,0,"['D0001', 'DI001']"
INTERNET,XI,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,WODI_2_OKEY,REAC_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_ST,1,20262BX3477779N,20262BX3477779N,1,XI,XI,1,0,0,['N001']
INTERNET,XI,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD040,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,202478V6190739N,202478V6190739N,1,XI,XI,1,1,1,['E0006']
INTERNET,XI,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD502,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,20246GX3184949N,20246GX3184949N,1,XI,XI,1,1,1,['E0006']
INTERNET,OB,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,PHRD_2_OKEY,NONE_NONE_NONE,WODI_9_OKEY,REAC_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_ST,1,20262BJ3477679N,20262BJ3477679N,1,OB,OB,1,0,0,['N001']
INTERNET,XI,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD810,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,16GCT2930069190,16GCT2930069190,1,XI,XI,1,1,1,['E0006']
INTERNET,OB,ORRE_2_OKEY,PRDI_2_OKEY,LORD_7_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,WODI_9_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_CP,1,18296FD3393949N,18296FD3393949N,1,OB,OB,1,0,0,['N001']
INTERNET,OB,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,PHRD_2_OKEY,NONE_NONE_NONE,WODI_6_OKEY,REAC_6_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,20258H73151429N,20258H73151429N,1,OB,OB,1,2,2,"['N005', 'N007']"
INTERNET,XT,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,WODI_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,FUCO_2_OKEY,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_ST,1,20262EI3486489N,20262EI3486489N,1,XT,XT,1,0,0,['N001']
INTERNET,OB,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,PHRD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,REAC_6_OKEY,JUJO_0_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,20269HR5129559N,20269HR5129559N,1,OB,OB,1,2,2,"['N005', 'N004']"
INTERNET,OB,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,PHRD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,REAC_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_ST,1,20262EV3486969N,20262EV3486969N,1,OB,OB,1,0,0,['N001']
INTERNET,XT,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD036,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,20258FG3149439N,20258FG3149439N,1,XT,XT,1,1,1,['E0006']
INTERNET,OA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD999,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,20049AN7992109N,20049AN7992109N,1,OA,OA,1,1,1,['E0006']
INTERNET,OA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD997,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,20258H73151429N,20258H73151429N,1,OA,OA,1,1,1,['E0006']
INTERNET,OB,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,PHRD_2_OKEY,NONE_NONE_NONE,WODI_2_OKEY,REAC_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_CP,1,18236912761309N,18236912761309N,1,OB,OB,1,0,0,['N001']
INTERNET,XI,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,REAC_6_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,16GCN2930069190,16GCN2930069190,1,XI,XI,1,1,1,['N005']
INTERNET,XHXG,ORRE_2_OKEY-ORRE_2_OKEY,PRDI_2_OKEY-PRDI_2_OKEY,LORD_3_LORD999-LORD_3_LORD811,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20246FF318310AN,20246FF318310AN,1,XHXG,XHXG,1,2,2,['E0006']
INTERNET,XHXG,ORRE_2_OKEY-ORRE_2_OKEY,PRDI_2_OKEY-PRDI_2_OKEY,LORD_3_LORD811-LORD_3_LORD811,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20246FA318307AN,20246FA318307AN,1,XHXG,XHXG,1,2,2,['E0006']
INTERNET,TGRG,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,WODI_6_OKEY,REAC_2_OKEY-REAC_6_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,ORCN_2_OKEY,NONE,1,R02471TG874,R02471TG874,1,TGRG,TGRG,1,2,2,"['N001', 'N007']"
INTERNET,TGRG,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,REAC_2_OKEY-REAC_7_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY-ORCN_2_OKEY,NONE,1,R02471TG872,R02471TG872,1,TGRG,TGRG,1,0,0,['N001']
INTERNET,ONOM,ORRE_2_OKEY-ORRE_2_OKEY,PRDI_2_OKEY-PRDI_2_OKEY,LORD_3_LORD700-LORD_3_LORD700,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,202479R6201869N,202479R6201869N,1,ONOM,ONOM,1,2,2,['E0006']
INTERNET,OLOK,ORRE_2_OKEY-ORRE_2_OKEY,PRDI_2_OKEY-PRDI_2_OKEY,LORD_3_LORD700-LORD_3_LORD700,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,20262EB348603AN,20262EB348603AN,1,OLOK,OLOK,1,2,2,['E0006']
INTERNET,X2,ORRE_2_OKEY,PRDI_0_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,20261JP3457249N,20261JP3457249N,1,X2,X2,1,1,1,['N010']
INTERNET,X2,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,REAC_6_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,171555D0102859N,171555D0102859N,1,X2,X2,1,1,1,['N005']
INTERNET,OLOK,ORRE_2_OKEY-ORRE_2_OKEY,PRDI_0_OKEY-PRDI_0_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,1430394046669A0,1430394046669A0,1,OLOK,OLOK,1,2,2,['N010']
INTERNET,XB,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,PHRD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,REAC_6_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,14267G557145990,14267G557145990,1,XB,XB,1,1,1,['N005']
IOT,UI,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,WODI_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,FUCO_2_OKEY,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_ST,1,20262E03485899N,20262E03485899N,1,UI,UI,1,0,0,"['N001', 'S0003']"
INTERNET,OF,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,REAC_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_ST,1,20262EC3486139N,20262EC3486139N,1,OF,OF,1,0,0,['N001']
INTERNET,OE,ORRE_2_OKEY,PRDI_2_OKEY,LORD_7_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_3_MAUP305,NONE_NONE_NONE,LIDA_CP,1,18051F9666926AN,18051F9666926AN,1,OE,OE,1,1,1,['E0001']
INTERNET,OE,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD811,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,202469L316989AN,202469L316989AN,1,OE,OE,1,1,1,['E0006']
INTERNET,XHXG,ORRE_2_OKEY-ORRE_2_OKEY,PRDI_2_OKEY-PRDI_2_OKEY,LORD_3_LORD035-LORD_3_LORD035,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,202479Y620206AN,202479Y620206AN,1,XHXG,XHXG,1,2,2,['E0006']
INTERNET,OE,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD075,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,20245HH947440BN,20245HH947440BN,1,OE,OE,1,1,1,['E0006']
INTERNET,OE,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,RECO_2_OKEY,WODI_2_OKEY,REAC_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,FUCO_2_OKEY,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_ST,1,20262EC348613AN,20262EC348613AN,1,OE,OE,1,0,0,['N001']
IOT,U1,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_CP,1,20262F23489079N,20262F23489079N,1,U1,U1,1,0,0,['N001']
SOIP,SI,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,WODI_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,FUCO_2_OKEY,MAUP_3_MAUP606,NONE_NONE_NONE,LIDA_CP,1,20253AQ5896439N,20253AQ5896439N,1,SI,SI,1,1,1,['E0001']
SOIP,SI,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_CP,1,20262DX3485799N,20262DX3485799N,1,SI,SI,1,0,0,['N001']
INTERNET,OA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,170489A76979190,170489A76979190,1,OA,OA,1,0,0,['DI001']
INTERNET,OA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,RECO_0_OKEY,WODI_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_CP,1,14142A107439590,14142A107439590,1,OA,OA,1,1,1,['N006']
IOT,U2,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_CP,1,20262FE3500579N,20262FE3500579N,1,U2,U2,1,0,0,['N001']
IOT,UB,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,20262IK3514179N,20262IK3514179N,1,UB,UB,1,0,0,['S0003']
INTERNET,OA,ORRE_2_OKEY,PRDI_0_OKEY,LORD_2_OKEY,PHRD_2_OKEY,RECO_0_OKEY,WODI_6_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,20251HHS4536990,20251HHS4536990,1,OA,OA,1,3,3,"['N006', 'N010', 'N007']"
INTERNET,OA,ORRE_2_OKEY,NONE_NONE_NONE,LORD_2_OKEY,NONE_NONE_NONE,RECO_7_OKEY,WODI_7_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_ST,1,20267HB2316179N,20267HB2316179N,1,OA,OA,1,0,0,['N001']
INTERNET,O2,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD700,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,20262EI3486459N,20262EI3486459N,1,O2,O2,1,1,1,['E0006']
IOT,UA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD075,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,20239GB8060389N,20239GB8060389N,1,UA,UA,1,1,1,['E0006']
IOT,UB,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,WODI_6_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,20148JE5400989N,20148JE5400989N,1,UB,UB,1,1,1,"['S0003', 'N007']"
SOIP,SI,ORRE_2_OKEY,NONE_NONE_NONE,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,WODI_5_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,FUCO_0_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,LBCS_ST,1,20083GA9276159N,20083GA9276159N,1,SI,SI,1,2,2,"['EP001', 'N003']"
INTERNET,O2,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD091,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,20258GX3151369N,20258GX3151369N,1,O2,O2,1,1,1,['E0006']
INTERNET,O1,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD500,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,20260EH2129209N,20260EH2129209N,1,O1,O1,1,1,1,['E0006']
IOT,UC,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,WODI_6_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,FUCO_0_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,202686Q3230049N,202686Q3230049N,1,UC,UC,1,2,2,"['S0003', 'N007', 'N003']"
IOT,UC,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD700,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_ST,1,20262IM3514209N,20262IM3514209N,1,UC,UC,1,1,1,['E0006']
SOIP,SI,ORRE_2_OKEY,PRDI_2_OKEY,LORD_3_LORD700,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LBCS_CP-LNOD_CP,1,20246FL5884379N,20246FL5884379N,1,SI,SI,1,1,1,"['N001', 'E0006']"
IOT,UB,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,WODI_9_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_CP,1,20147GD5371389N,20147GD5371389N,1,UB,UB,1,0,0,['N001']
IOT,UA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,WODI_6_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,FUCO_0_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE,1,19345HU5994519N,19345HU5994519N,1,UA,UA,1,2,2,"['N007', 'N003']"
INTERNET,TGRG,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,WODI_7_OKEY,REAC_2_OKEY-REAC_7_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY-ORCN_2_OKEY,NONE,1,R02471TG873,R02471TG873,1,TGRG,TGRG,1,0,0,['N001']
INTERNET,OA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,PHRD_2_OKEY,RECO_2_OKEY,WODI_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,FUCO_3_FUCO118,NONE_NONE_NONE,NONE_NONE_NONE,LIDA_CP,1,18144AN9232359N,18144AN9232359N,1,OA,OA,1,1,1,['E0002']
INTERNET,OA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,PHRD_2_OKEY,RECO_7_OKEY,WODI_7_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,NONE_NONE_NONE,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_ST,1,20266FA2301619N,20266FA2301619N,1,OA,OA,1,0,0,['N001']
INTERNET,OA,ORRE_2_OKEY,PRDI_2_OKEY,LORD_2_OKEY,NONE_NONE_NONE,RECO_2_OKEY,WODI_2_OKEY,REAC_2_OKEY,NONE_NONE_NONE,NONE_NONE_NONE,FUCO_2_OKEY,MAUP_2_OKEY,ORCN_2_OKEY,LIDA_ST,1,202629V3473149N,202629V3473149N,1,OA,OA,1,0,0,['N001']
